     2443889     0.470000
     2443920     0.260000
     2443948   -0.0800000
     2443979     0.200000
     2444009     0.270000
     2444040    -0.150000
     2444070    -0.140000
     2444101     0.440000
     2444132     0.380000
     2444162     0.240000
     2444193     0.520000
     2444223     0.650000
     2444254     0.350000
     2444285     0.190000
     2444314     0.410000
     2444345     0.590000
     2444375     0.550000
     2444406     0.620000
     2444436     0.620000
     2444467     0.150000
     2444498     0.200000
     2444528    0.0900000
     2444559   -0.0300000
     2444589   -0.0600000
     2444620    -0.330000
     2444651    -0.240000
     2444679     0.330000
     2444710     0.410000
     2444740    -0.270000
     2444771    -0.600000
     2444801    -0.510000
     2444832    -0.310000
     2444863   -0.0100000
     2444893    -0.100000
     2444924    -0.220000
     2444954    -0.160000
     2444985    -0.380000
     2445016    -0.470000
     2445044    -0.280000
     2445075    -0.340000
     2445105   -0.0300000
     2445136     0.780000
     2445166      1.79000
     2445197      2.02000
     2445228      1.81000
     2445258      1.93000
     2445289      2.28000
     2445319      2.48000
     2445350      2.57000
     2445381      2.74000
     2445409      2.68000
     2445440      2.79000
     2445470      2.89000
     2445501      2.02000
     2445531     0.750000
     2445562    -0.110000
     2445593    -0.410000
     2445623    -0.430000
     2445654    -0.430000
     2445684    -0.430000
     2445715    -0.500000
     2445746    -0.520000
     2445775    -0.110000
     2445806    0.0900000
     2445836    -0.470000
     2445867    -0.720000
     2445897    -0.310000
     2445928    -0.150000
     2445959    -0.110000
     2445989    -0.150000
     2446020    -0.580000
     2446050    -0.310000
     2446081    -0.250000
     2446112    -0.580000
     2446140    -0.600000
     2446171    -0.760000
     2446201     -1.22000
     2446232    -0.570000
     2446262   -0.0200000
     2446293    -0.370000
     2446324    -0.440000
     2446354   -0.0400000
     2446385      0.00000
     2446415    -0.340000
     2446446    -0.360000
     2446477    -0.300000
     2446505    -0.390000
     2446536    -0.520000
     2446566    -0.180000
     2446597     0.120000
     2446627     0.560000
     2446658      1.05000
     2446689      1.31000
     2446719     0.570000
     2446750     0.650000
     2446780      1.06000
     2446811     0.980000
     2446842      1.08000
     2446870      1.47000
     2446901      1.66000
     2446931      1.91000
     2446962      2.02000
     2446992      1.92000
     2447023      1.48000
     2447054      1.23000
     2447084      1.13000
     2447115     0.850000
     2447145     0.750000
     2447176     0.590000
     2447207     0.310000
     2447236     0.190000
     2447267   -0.0100000
     2447297    -0.360000
     2447328     -1.19000
     2447358     -1.77000
     2447389     -1.79000
     2447420     -1.77000
     2447450     -1.54000
     2447481     -1.61000
     2447511     -1.49000
     2447542     -1.09000
     2447573     -1.06000
     2447601     -1.20000
     2447632     -1.09000
     2447662     -1.04000
     2447693     -1.02000
     2447723     -1.12000
     2447754    -0.730000
     2447785    -0.610000
     2447815    -0.560000
     2447846    -0.330000
     2447876   -0.0200000
     2447907     0.120000
     2447938     0.430000
     2447966     0.610000
     2447997     0.170000
     2448027    0.0300000
     2448058    0.0400000
     2448088     0.170000
     2448119    0.0600000
     2448150     0.210000
     2448180   -0.0600000
     2448211     0.120000
     2448241     0.280000
     2448272     0.160000
     2448303    0.0800000
     2448331     0.210000
     2448362     0.210000
     2448392     0.350000
     2448423     0.890000
     2448453     0.880000
     2448484     0.420000
     2448515     0.620000
     2448545      1.09000
     2448576      1.17000
     2448606      1.29000
     2448637      1.70000
     2448668      1.59000
     2448697      1.72000
     2448728      1.98000
     2448758      1.69000
     2448789      1.58000
     2448819     0.760000
     2448850    0.0800000
     2448881     0.500000
     2448911     0.810000
     2448942     0.730000
     2448972     0.780000
     2449003     0.830000
     2449034     0.930000
     2449062     0.780000
     2449093     0.980000
     2449123      1.48000
     2449154      1.50000
     2449184     0.910000
     2449215     0.620000
     2449246     0.640000
     2449276     0.950000
     2449307     0.700000
     2449337     0.260000
     2449368    0.0200000
     2449399    -0.170000
     2449427    -0.210000
     2449458    0.0300000
     2449488      0.00000
     2449519     0.250000
     2449549     0.880000
     2449580     0.840000
     2449611      1.06000
     2449641      1.47000
     2449672     0.990000
     2449702     0.870000
     2449733     0.770000
     2449764     0.480000
     2449792     0.140000
     2449823     0.180000
     2449853     0.160000
     2449884     -0.00000
     2449914    -0.250000
     2449945    -0.650000
     2449976    -0.860000
     2450006    -0.650000
     2450037    -0.670000
     2450067    -0.820000
     2450098    -0.830000
     2450129    -0.810000
     2450158    -0.640000
     2450189    -0.690000
     2450219    -0.830000
     2450250    -0.900000
     2450280    -0.760000
     2450311    -0.600000
     2450342    -0.260000
     2450372    -0.310000
     2450403    -0.300000
     2450433    -0.450000
     2450464    -0.660000
     2450495    -0.720000
     2450523    -0.290000
     2450554     0.170000
     2450584     0.680000
     2450615      2.25000
     2450645      2.11000
     2450676      2.20000
     2450707      2.17000
     2450737      2.01000
     2450768      2.06000
     2450798      2.03000
     2450829      2.23000
     2450860      2.43000
     2450888      2.27000
     2450919      2.55000
     2450949      2.26000
     2450980     0.370000
     2451010     -1.42000
     2451041     -1.74000
     2451072     -1.31000
     2451102     -1.21000
     2451133     -1.30000
     2451163     -1.25000
     2451194     -1.26000
     2451225     -1.18000
     2451253     -1.11000
     2451284     -1.17000
     2451314     -1.36000
     2451345     -1.26000
     2451375     -1.19000
     2451406     -1.07000
     2451437     -1.17000
     2451467     -1.31000
     2451498     -1.33000
     2451528     -1.43000
     2451559     -1.26000
     2451590     -1.27000
     2451619     -1.36000
     2451650    -0.930000
     2451680    -0.970000
     2451711     -1.14000
     2451741    -0.580000
     2451772   -0.0800000
     2451803    -0.360000
     2451833    -0.550000
     2451864    -0.910000
     2451894    -0.800000
     2451925    -0.820000
     2451956    -0.870000
     2451984    -0.790000
     2452015    -0.610000
     2452045    -0.580000
     2452076    -0.710000
     2452106   -0.0200000
     2452137     0.340000
     2452168   -0.0700000
     2452198    -0.250000
     2452229    -0.320000
     2452259    0.0200000
     2452290    0.0700000
     2452321    -0.260000
     2452349    -0.200000
     2452380    -0.360000
     2452410    -0.100000
     2452441     0.400000
     2452471     0.420000
     2452502     0.970000
     2452533     0.840000
     2452563     0.790000
     2452594     0.760000
     2452624     0.860000
     2452655     0.800000
     2452686     0.620000
     2452714     0.530000
     2452745   -0.0800000
     2452775    -0.570000
     2452806   -0.0700000
     2452836    0.0100000
     2452867    0.0100000
     2452898     0.140000
     2452928     0.260000
     2452959     0.290000
     2452989     0.100000
     2453020     0.160000
     2453051   -0.0400000
     2453080    -0.440000
     2453111    -0.230000
     2453141    -0.440000
     2453172    -0.340000
     2453202     0.430000
     2453233     0.740000
     2453264     0.540000
     2453294     0.340000
     2453325     0.510000
     2453355     0.510000
     2453386    0.0800000
     2453417     0.610000
     2453445     0.820000
     2453476     0.130000
     2453506     0.180000
     2453537     0.200000
     2453567   -0.0200000
     2453598   -0.0100000
     2453629   -0.0500000
     2453659    -0.710000
     2453690    -0.750000
     2453720    -0.730000
     2453751    -0.680000
     2453782    -0.500000
     2453810    -0.610000
     2453841    -0.840000
     2453871    -0.430000
     2453902    -0.230000
     2453932     0.110000
     2453963     0.560000
     2453994     0.630000
     2454024     0.680000
     2454055     0.900000
     2454085     0.590000
     2454116     0.620000
     2454147     0.390000
     2454175    -0.220000
     2454206    -0.360000
     2454236    -0.440000
     2454267    -0.860000
     2454297    -0.770000
     2454328    -0.930000
     2454359     -1.10000
     2454389     -1.14000
     2454420     -1.13000
     2454450     -1.22000
     2454481     -1.08000
     2454512     -1.27000
     2454541     -1.54000
     2454572     -1.13000
     2454602    -0.980000
     2454633    -0.860000
     2454663    -0.870000
     2454694     -1.08000
     2454725     -1.07000
     2454755     -1.12000
     2454786     -1.05000
     2454816     -1.05000
     2454847     -1.01000
     2454878    -0.850000
     2454906    -0.940000
     2454937    -0.810000
     2454967    -0.720000
     2454998   -0.0600000
     2455028     0.490000
     2455059     0.520000
     2455090     0.390000
     2455120     0.560000
     2455151      1.05000
     2455181     0.960000
     2455212     0.930000
     2455243      1.28000
     2455271      1.31000
     2455302     0.490000
     2455332    -0.170000
     2455363     -1.33000
     2455393     -2.43000
     2455424     -2.40000
     2455455     -2.28000
     2455485     -2.18000
     2455516     -2.04000
     2455546     -1.91000
     2455577     -1.83000
     2455608     -1.63000
     2455636     -1.79000
     2455667     -1.74000
     2455697     -1.29000
     2455728     -1.08000
     2455758    -0.860000
     2455789    -0.880000
     2455820     -1.16000
     2455850     -1.37000
     2455881     -1.21000
     2455911     -1.24000
     2455942     -1.08000
     2455973    -0.670000
     2456002    -0.590000
     2456033    -0.430000
     2456063    -0.350000
     2456094    -0.280000
     2456124     0.300000
     2456155   -0.0600000
     2456186    -0.320000
     2456216    -0.220000
     2456247   -0.0700000
     2456277   -0.0700000
     2456308   -0.0500000
     2456339   -0.0700000
     2456367    -0.140000
     2456398    -0.370000
     2456428    -0.710000
     2456459     -1.18000
     2456489    -0.850000
     2456520    -0.500000
     2456551    -0.380000
     2456581    -0.160000
     2456612    -0.180000
     2456642    -0.350000
     2456673    -0.510000
     2456704    -0.430000
     2456732   -0.0800000
     2456763    -0.160000
     2456793    -0.180000
     2456824   -0.0100000
     2456854     0.320000
     2456885     0.160000
     2456916    -0.150000
     2456946    0.0700000
     2456977     0.340000
     2457007     0.340000
     2457038     0.230000
     2457069    0.0500000
     2457097     0.130000
     2457128     0.350000
     2457158     0.960000
     2457189      1.85000
     2457219      1.73000
     2457250      1.92000
     2457281      2.21000
     2457311      2.11000
     2457342      1.88000
     2457372      1.90000
     2457403      1.94000
     2457434      1.81000
     2457463      1.31000
     2457494      1.33000
     2457524      1.26000
     2457555     0.360000
     2457585    -0.510000
     2457616    -0.280000
     2457647    -0.340000
     2457677    -0.600000
     2457708    -0.510000
     2457738    -0.340000
     2457769    -0.410000
     2457800    -0.410000
     2457828    -0.580000
     2457859    -0.210000
     2457889     0.170000
     2457920    -0.290000
     2457950    -0.700000
     2457981    -0.770000
     2458012    -0.800000
     2458042    -0.630000
     2458073    -0.630000
     2458103    -0.730000
     2458134    -0.770000
     2458165    -0.700000
     2458193    -0.790000
     2458224     -1.29000
     2458254    -0.910000
     2458285    -0.510000
     2458315    -0.170000
     2458346     0.360000
     2458377     0.520000
     2458407     0.410000
     2458438     0.260000
     2458468     0.130000
     2458499    0.0800000
     2458530     0.520000
     2458558     0.770000
     2458589     0.330000
     2458619     0.260000
     2458650     0.350000
     2458680     0.240000
